venue_name,category,lat,lng,origin_district
Punto Limón,Seafood Restaurant,-12.180085703369771,-77.00988033604486,CHORRILLOS
Don Cheto,Sandwich Place,-12.17103639041228,-77.00854897499084,CHORRILLOS
Raspadillas El Planetario,Ice Cream Shop,-12.16952776873255,-77.02863639506394,CHORRILLOS
BernaGYM,Gym / Fitness Center,-12.179188963310285,-77.01036209303435,CHORRILLOS
Carnivoro,Burger Joint,-12.178164032637929,-77.01091696185543,CHORRILLOS
Juanito de Chorrillos,Bar,-12.1683463,-77.0269489,CHORRILLOS
Morro Solar,Beach,-12.171417331527723,-77.03078357262534,CHORRILLOS
El Encuentro Otani,Seafood Restaurant,-12.182338879624528,-76.9986704473605,CHORRILLOS
Starbucks,Coffee Shop,-12.172291417441079,-77.01355002623863,CHORRILLOS
La Lucha Sanguchería Criolla,Burger Joint,-12.172576421811533,-77.01374027448719,CHORRILLOS
Replica de la Residencia del Embajador de Japón,Museum,-12.166379,-77.007139,CHORRILLOS
Chili's,Restaurant,-12.172758974120082,-77.01392995625399,CHORRILLOS
Starbucks,Coffee Shop,-12.179530750738005,-77.00973115861416,CHORRILLOS
Gimnasio Club Regatas Lima,Gym,-12.16658016817204,-77.0323642072859,CHORRILLOS
Cebicheria Chicho,Seafood Restaurant,-12.16785860446449,-77.0340085029602,CHORRILLOS
Luchita,Peruvian Restaurant,-12.168492145200785,-77.02903537951026,CHORRILLOS
La Casa del Chicharrón,Sandwich Place,-12.17652165768982,-77.00698058019704,CHORRILLOS
Anne Kesch Galería de Arte,Art Gallery,-12.168118075257066,-77.03142457629292,CHORRILLOS
Marea Sur,Seafood Restaurant,-12.165966322324888,-77.02071824534151,CHORRILLOS
Mercado San Pedro,Grocery Store,-12.174287551216727,-77.00557708740234,CHORRILLOS
Domy's Chicken,Fried Chicken Joint,-12.178469888175687,-77.0101469707189,CHORRILLOS
Coco's Burguer Matellini,Burger Joint,-12.177008240423557,-77.00606298349442,CHORRILLOS
Cebichería Puntarenas,Seafood Restaurant,-12.166662244904877,-77.02585526334383,CHORRILLOS
Parador - Club de Regatas Lima,Restaurant,-12.165426730506155,-77.03251233580285,CHORRILLOS
El Mar a Ti,Restaurant,-12.16762924194336,-77.02039337158203,CHORRILLOS
Amardelima,Seafood Restaurant,-12.164250037091609,-77.03238305421833,CHORRILLOS
El Maratí,Seafood Restaurant,-12.167572508384133,-77.02035205941407,CHORRILLOS
Restaurante Costa Azul,Seafood Restaurant,-12.174951,-77.033207,CHORRILLOS
Deli*Bakery,Bakery,-12.178852383054611,-77.01450314058165,CHORRILLOS
Restaurante Mirasol,Restaurant,-12.168182743779981,-77.0340476416862,CHORRILLOS
Papa John's,Pizza Place,-12.180703908250084,-77.01271907026644,CHORRILLOS
Restaurant Sonia,Seafood Restaurant,-12.168134479178832,-77.03105052974503,CHORRILLOS
La Arequipeña,Peruvian Restaurant,-12.184600998576443,-77.00522083845196,CHORRILLOS
Barra 55,Bar,-12.150569280739235,-77.02095036779815,CHORRILLOS
Tambo Real,Restaurant,-12.170943941156478,-77.00096574189598,CHORRILLOS
Agárrate Catalina,Performing Arts Venue,-12.150901770275977,-77.02148935983674,CHORRILLOS
Escuela de Música PUCP,Music Venue,-12.16606066824561,-77.02567089614756,CHORRILLOS
Cineplanet,Movie Theater,-12.17264858146195,-76.99262148703876,CHORRILLOS
Brasas Peruanas,BBQ Joint,-12.173882596277156,-77.00499953130777,CHORRILLOS
San Telmo - Club Regatas Lima,Seafood Restaurant,-12.165533166286476,-77.0324398871493,CHORRILLOS
Texas Steakhouse,BBQ Joint,-12.179186481444859,-77.01447638663849,CHORRILLOS
La Zapatería,Shoe Store,-12.150618748387028,-77.02168545278974,CHORRILLOS
Pardos Chicken - Chorrillos,Fried Chicken Joint,-12.180548534789724,-77.00841379321554,CHORRILLOS
Tacos & Enchiladas La Palta,Mexican Restaurant,-12.177028656541067,-77.00599830744098,CHORRILLOS
El Muchame - Pescados y Mariscos,Restaurant,-12.18244674077291,-76.99785232543945,CHORRILLOS
1875,Peruvian Restaurant,-12.166496119171647,-77.03165230042585,CHORRILLOS
Garrison,Beer Bar,-12.150696,-77.020634,CHORRILLOS
Burrito Bar,Burrito Place,-12.150904031276692,-77.02031895759673,CHORRILLOS
Piscina UPC,Gym Pool,-12.197737854091756,-77.00873651769352,CHORRILLOS
La Salchipapería,Fast Food Restaurant,-12.176658393186381,-77.00683031976968,CHORRILLOS
La Chacra,Dive Bar,-12.198015195573786,-77.00156689119855,CHORRILLOS
El Farolito de Surco,Peruvian Restaurant,-12.150611281571738,-77.01254837210006,CHORRILLOS
Brewpub Wicks,Brewery,-12.151127254161116,-77.02210347547222,CHORRILLOS
La Calandria,Health Food Store,-12.150532572905009,-77.02091984121147,CHORRILLOS
Bucanieri Resto-Bar Pirata,Bar,-12.151097275534836,-77.02017325406123,CHORRILLOS
Starbucks,Coffee Shop,-12.166175,-77.03152,CHORRILLOS
WINGMAN Alitas Inc.,Wings Joint,-12.150621752067188,-77.02032855155782,CHORRILLOS
Sibaris Resto Bar,Peruvian Restaurant,-12.150541427236488,-77.02086378258915,CHORRILLOS
Restaurante Crucero,Seafood Restaurant,-12.171118731197051,-77.00078789656115,CHORRILLOS
El Parador Guadalcanal,Mediterranean Restaurant,-12.165428903878297,-77.03248429456309,CHORRILLOS
Micalo - Ceviches y Tiraditos Bar,Seafood Restaurant,-12.174278411983018,-77.00538247743734,CHORRILLOS
Chifa Fu Jou,Chinese Restaurant,-12.166653256545237,-77.03237434511506,CHORRILLOS
La Rotonda regatas Lima,Snack Place,-12.166161796999793,-77.03247041709102,CHORRILLOS
Embarcadero 41 Fusión,Seafood Restaurant,-12.165443877940008,-77.03450822576126,CHORRILLOS
Bar Piselli,Bar,-12.15108808878616,-77.02179388191688,CHORRILLOS
Barra Mar,Seafood Restaurant,-12.150446517596825,-77.02056880320008,CHORRILLOS
Popeyes Louisiana Kitchen,Fried Chicken Joint,-12.172751631685479,-76.99231484044238,CHORRILLOS
El Salto del Fraile,Restaurant,-12.170492336431742,-77.0362863966199,CHORRILLOS
Starbucks,Coffee Shop,-12.197996,-77.007936,CHORRILLOS
Promart,Furniture / Home Store,-12.171827434694912,-76.99291566528245,CHORRILLOS
Bodytech Real Plaza Guardia Civil,Gym / Fitness Center,-12.172898298542318,-76.99233732843439,CHORRILLOS
Dunkelvolk Outlet,Clothing Store,-12.19361365536245,-77.00979384095889,CHORRILLOS
Rancho Aventura Park,BBQ Joint,-12.118302165231047,-76.81314835109468,CIENEGUILLA
Casa de Campo,Hotel,-12.107491956776679,-76.80648816568254,CIENEGUILLA
Picarones Magda,Peruvian Restaurant,-12.10634601130571,-76.80536352484647,CIENEGUILLA
La finca de San Pascual,Fried Chicken Joint,-12.118543,-76.810272,CIENEGUILLA
Club 108 Resort,Campground,-12.1127903,-76.8111716,CIENEGUILLA
Minimarket El Paso,Grocery Store,-12.119312,-76.813003,CIENEGUILLA
La Ladrillera,Peruvian Restaurant,-12.132511223412719,-76.81929801417239,CIENEGUILLA
Caja China Criolla Restobar Cieneguilla,Restaurant,-12.115150355443356,-76.8123237007999,CIENEGUILLA
Ovalo Cieneguilla,Park,-12.113039296206077,-76.8167251520838,CIENEGUILLA
El Colono Inn,Hotel,-12.101642309131714,-76.79810344952882,CIENEGUILLA
El Bambino,Italian Restaurant,-11.95657577834422,-77.05549401734498,COMAS
Panadería Tineo,Bakery,-11.960243286330881,-77.05384631979635,COMAS
Mega 80 Comas,Accessories Store,-11.961536304210755,-77.0546293258667,COMAS
Restaurant Puerto Huachano,Seafood Restaurant,-11.957787548136857,-77.05944152942226,COMAS
Don Belisario,Fried Chicken Joint,-11.940246920725818,-77.07070657545238,COMAS
Popeyes Louisiana Kitchen,Fried Chicken Joint,-11.940274455284294,-77.06968708272134,COMAS
Cevicheria Acuario,Seafood Restaurant,-11.956756322056334,-77.05412740851128,COMAS
Independencia City,Mountain,-11.970637955320097,-77.04265283511005,COMAS
Roky's,Fast Food Restaurant,-11.942984641401358,-77.06035802295902,COMAS
Chifa Dang,Chinese Restaurant,-11.96882993945884,-77.0609295556614,COMAS
Urban Gym,Gym,-11.938985284819182,-77.0638526745458,COMAS
Maestro,Hardware Store,-11.975887026732288,-77.06558964814089,COMAS
Pizza Hut,Pizza Place,-11.965660784488685,-77.05798950112424,COMAS
Tacos Del',Mexican Restaurant,-11.931217513638629,-77.05170440228108,COMAS
Real Plaza Pro,Shopping Mall,-11.940276246678794,-77.07027766543025,COMAS
Restaurante Laredo,Latin American Restaurant,-11.96372444138656,-77.07081640330233,COMAS
Bembos,Burger Joint,-11.940304679740027,-77.06956941552883,COMAS
KFC,Restaurant,-11.933605691861997,-77.0468975986158,COMAS
Tottus,Supermarket,-11.96527503590459,-77.06645721449883,COMAS
mercado villanorte,Market,-11.971217731221794,-77.07039008566636,COMAS
Queen gym,Gym,-11.955511695524065,-77.05044087797656,COMAS
Chifa fu lin,Chinese Restaurant,-11.930618368913208,-77.05400935133078,COMAS
Cineplanet,Multiplex,-11.933061603775856,-77.04552579732182,COMAS
Tambo +,Convenience Store,-11.956743035895732,-77.05218226118981,COMAS
Mercado Villa Sol,Flea Market,-11.958191492018267,-77.07266048353749,COMAS
Cineplanet,Multiplex,-11.940273220474399,-77.07046315876354,COMAS
plazaVea,Grocery Store,-11.932987539916658,-77.04557893363574,COMAS
Restaurant cebicheria Palmar,Seafood Restaurant,-11.934621726285512,-77.0573373951838,COMAS
Promart - Pro,Furniture / Home Store,-11.940171237313894,-77.06926642252276,COMAS
La Caja China - Juan Talledo,BBQ Joint,-11.972097019727215,-77.06027184414198,COMAS
plazaVea,Supermarket,-11.940175204770581,-77.06994553200339,COMAS
Boulevard Mega Plaza,Shopping Mall,-11.960171694483682,-77.06056353619532,COMAS
KFC,Fast Food Restaurant,-11.940241813659668,-77.06952667236328,COMAS
KFC,Fast Food Restaurant,-11.965458253485195,-77.0669593981324,COMAS
Chem Tools,Department Store,-11.968054167358938,-77.06569075584412,COMAS
Pollos a la brasa Chany,Fried Chicken Joint,-11.97738978985929,-77.04951184888081,COMAS
Metro Belaunde,Grocery Store,-11.9342023051469,-77.056206771938,COMAS
Cineplanet,Multiplex,-11.933085045303377,-77.04547420562797,COMAS
Coliseo peru - Japón (tahuantínsuyo),Soccer Field,-11.978355493949772,-77.051057884275,COMAS
Eventos Aguilar Agreda,Event Service,-11.9823218,-77.05368399999999,COMAS
Cineplanet,Multiplex,-11.940821518840773,-77.07026080238577,COMAS
Saga Falabella,Department Store,-12.062100931760996,-76.99336332467432,EL AGUSTINO
D' Masa,Bakery,-12.074189406550486,-76.99732522073603,EL AGUSTINO
Gold's Gym,Gym,-12.03014628511071,-77.01109572445607,EL AGUSTINO
Cebichería Piscis,Seafood Restaurant,-12.027266514664724,-77.00355879709748,EL AGUSTINO
Pardos Chicken - Zárate,Fried Chicken Joint,-12.027843143109656,-77.01042790564306,EL AGUSTINO
Centro Comercial YA,Shopping Mall,-12.068775852527741,-77.0128391131661,EL AGUSTINO
Boulevard de Zarate,Nightclub,-12.037431837551821,-77.01343059539795,EL AGUSTINO
Cementerio General Presbítero Matías Maestro,Cemetery,-12.04236440822758,-77.0090999061616,EL AGUSTINO
Plaza Vea,Big Box Store,-12.033563,-76.998231,EL AGUSTINO
El Piuranito,Restaurant,-12.072491492176422,-76.99759856659563,EL AGUSTINO
Café Aicasa,Breakfast Spot,-12.071532121767868,-76.99305856035156,EL AGUSTINO
Galería San Pedro,Department Store,-12.070090345770456,-77.0129320217097,EL AGUSTINO
La Santa Fruta,Juice Bar,-12.066763593829718,-77.01478132503829,EL AGUSTINO
Porto Mar,Cocktail Bar,-12.029360729230781,-77.01122212368071,EL AGUSTINO
Roky's,Fried Chicken Joint,-12.04814655022636,-77.00019525086522,EL AGUSTINO
Galería Azul,Department Store,-12.066585761237102,-77.01338400706108,EL AGUSTINO
La Esquina del Pescador,Seafood Restaurant,-12.072248122827867,-76.99705862364353,EL AGUSTINO
Menfis,Peruvian Restaurant,-12.026914946090608,-77.00373501699974,EL AGUSTINO
El Huerto Florido,Peruvian Restaurant,-12.03450816682163,-76.99002867628016,EL AGUSTINO
Mercado Mayorista de Frutas,Farmers Market,-12.06927600358017,-76.99774480073224,EL AGUSTINO
Galeria Yuyi,Clothing Store,-12.067186372220943,-77.01304666719588,EL AGUSTINO
Restaurante Huapaya,Peruvian Restaurant,-12.068586083716315,-76.99989203812493,EL AGUSTINO
Cementerio El Ángel,Cemetery,-12.045395819295253,-77.00766581326214,EL AGUSTINO
D'onofrío,Dessert Shop,-12.027047399600375,-77.005247500556,EL AGUSTINO
Sol de Paijan,Restaurant,-12.026916356995283,-77.0051631399613,EL AGUSTINO
Tambo+,Food & Drink Shop,-12.027638,-77.008657,EL AGUSTINO
Av. Gran Chimú,Trail,-12.027321309636182,-77.00793576145581,EL AGUSTINO
Túnel Santa Rosa,Trail,-12.025644423944314,-77.01435247812961,EL AGUSTINO
Yaoky's,Fried Chicken Joint,-12.05302387254497,-77.00391411781311,EL AGUSTINO
Cerro San Cristobal,Mountain,-12.03528243516938,-77.0178109532118,EL AGUSTINO
Malecon Checa,Scenic Lookout,-12.027758542470535,-77.00152432965453,EL AGUSTINO
Pardos Chicken,Restaurant,-12.027825231221291,-77.01055871899011,EL AGUSTINO
Ripley,Department Store,-12.03152163215762,-77.01181590557098,EL AGUSTINO
Chifa Mei Yi,Chinese Restaurant,-12.045350579898114,-76.97469950601788,EL AGUSTINO
Porto Mar Cocina Bar,Seafood Restaurant,-12.029202632636254,-77.0112706968877,EL AGUSTINO
Bembos,Fast Food Restaurant,-12.064698983702232,-77.01485297900388,EL AGUSTINO
Galería El Rey,Clothing Store,-12.065980916401502,-77.01408716360754,EL AGUSTINO
Gamarra,Market,-12.06622059093877,-77.01416689862869,EL AGUSTINO
Mercado 28 De Julio,Department Store,-12.060057737434178,-77.0074802235306,EL AGUSTINO
Estación El Ángel,Train Station,-12.045932456659303,-77.00976769424854,EL AGUSTINO
Mercado 3 de Febrero,Market,-12.066246834787707,-77.01053960590383,EL AGUSTINO
KFC,Fast Food Restaurant,-12.025193765633537,-76.99939256169974,EL AGUSTINO
KFC,Fast Food Restaurant,-12.06488377815086,-77.01490190423914,EL AGUSTINO
Food Court Parque Cánepa,Food Court,-12.06482261425884,-77.01499196200659,EL AGUSTINO
Cevicheria Piscis,Seafood Restaurant,-12.0273,-77.00696,EL AGUSTINO
Norky's,Fried Chicken Joint,-12.06661226852004,-77.01405711560601,EL AGUSTINO
Parque El Porvenir,Park,-12.063957297320654,-77.01888502864186,EL AGUSTINO
Mercado La Universal,Market,-12.043359009086414,-76.97868788608334,EL AGUSTINO
Mercado Zarate,Farmers Market,-12.02539137847866,-76.99861095316345,EL AGUSTINO
Pollos y Parrillas El Meson,BBQ Joint,-12.026582097486019,-77.00408571892783,EL AGUSTINO
Chifa Patty Wong,Asian Restaurant,-12.027220290853052,-77.00558494244807,EL AGUSTINO
Rústica Zárate,Restaurant,-12.025922836904938,-77.00226478996856,EL AGUSTINO
Bar 747,Bar,-12.030754519766848,-77.01165873569668,EL AGUSTINO
Estación Gamarra,Light Rail Station,-12.065694280160889,-77.01233540383679,EL AGUSTINO
Mercado  El Bosque,Farmers Market,-12.03039968611229,-77.01245168070662,EL AGUSTINO
Club Internacional Revolver,Sports Club,-12.033674512767178,-77.02287758157695,EL AGUSTINO
Casimires Nabila,Fabric Shop,-12.068304010427429,-77.01808087882277,EL AGUSTINO
Mass Lima 3,Big Box Store,-12.025851,-77.015884,EL AGUSTINO
El 10 Carnes Y Vinos- Mega Plaza,Steakhouse,-11.994680820799413,-77.06032364203874,INDEPENDENCIA
Zugatti,Café,-11.993914183440344,-77.05962679221648,INDEPENDENCIA
Luckya Casino & Karaoke,Casino,-11.995546464448553,-77.0602977778899,INDEPENDENCIA
Johnny Rockets - Megaplaza,Burger Joint,-11.994763808788635,-77.06068923838745,INDEPENDENCIA
La Bodega De La Trattoria,Bistro,-11.994447234149392,-77.06128781448795,INDEPENDENCIA
Pinkberry,Ice Cream Shop,-11.994196352064478,-77.0604397415282,INDEPENDENCIA
Chili's Grill & Bar,Tex-Mex Restaurant,-12.007164918959944,-77.05805982604475,INDEPENDENCIA
Gelarti,Ice Cream Shop,-12.006117366015994,-77.05777714998402,INDEPENDENCIA
PiscoBar Encuentros,Cocktail Bar,-12.007120545922126,-77.0582874448813,INDEPENDENCIA
La Lucha Sanguchería Criolla,Sandwich Place,-12.006038845533705,-77.05781712061766,INDEPENDENCIA
Chifa Joy Sam,Asian Restaurant,-12.00721648338871,-77.06190674718908,INDEPENDENCIA
Chili's,American Restaurant,-11.994539262059511,-77.0613534945304,INDEPENDENCIA
Chili's,Burger Joint,-12.00743500916098,-77.05823245739415,INDEPENDENCIA
Frutix,Juice Bar,-12.006599706510752,-77.05850301042105,INDEPENDENCIA
Karamba Latin-Disco,Nightclub,-11.991013587194304,-77.0593313495866,INDEPENDENCIA
Saga Falabella,Department Store,-11.993789460569122,-77.06038268094274,INDEPENDENCIA
Pinkberry,Ice Cream Shop,-12.006331031413406,-77.0580409710752,INDEPENDENCIA
adidas,Sporting Goods Shop,-11.993821151599077,-77.062178478276,INDEPENDENCIA
Bambú Cocina Asiática,Asian Restaurant,-11.994913005855745,-77.06158810759554,INDEPENDENCIA
Mario's Sanguchería,Burger Joint,-11.990623757858716,-77.06749276634856,INDEPENDENCIA
CasaBlanca Café Bar,Bar,-11.992949735332994,-77.070680750646,INDEPENDENCIA
Mis Costillitas - Plaza Norte,Restaurant,-12.007222521676125,-77.05813602829629,INDEPENDENCIA
Sally Beauty,Cosmetics Shop,-12.00610682313307,-77.05847857826525,INDEPENDENCIA
Sarcletti,Café,-12.006078609513539,-77.05781042292708,INDEPENDENCIA
Aramis Salon & Spa,Salon / Barbershop,-12.006958654837595,-77.05810546875,INDEPENDENCIA
H&M,Clothing Store,-12.006483570289067,-77.05864536808805,INDEPENDENCIA
Empanadas Paulistas,Food Truck,-12.007029719897748,-77.05987833980772,INDEPENDENCIA
Pizzeria El Ravioli,Italian Restaurant,-11.989129679735028,-77.07198838345853,INDEPENDENCIA
El Café Europane,Dessert Shop,-11.989765961141485,-77.07190212764047,INDEPENDENCIA
Papa John's,Pizza Place,-11.9904994455767,-77.06718581457017,INDEPENDENCIA
Marathon Sports,Sporting Goods Shop,-11.99374180922247,-77.06183319711486,INDEPENDENCIA
Saga Falabella,Department Store,-12.006242305456764,-77.05721522674358,INDEPENDENCIA
Rinconcito Arequipeño,Peruvian Restaurant,-11.989436140835934,-77.06469404560688,INDEPENDENCIA
Karamba,Nightclub,-11.990927371849553,-77.05919251489789,INDEPENDENCIA
Restobar Pisco Italia,Bar,-11.992880398536812,-77.07164864462816,INDEPENDENCIA
El 10 Carnes y Vinos - Plaza Norte,Steakhouse,-12.007157046608224,-77.05832204252381,INDEPENDENCIA
Tunay Bar & Grill,Bar,-11.994119653702123,-77.06099052764895,INDEPENDENCIA
Rodizio,Steakhouse,-11.991372107679185,-77.07213265612917,INDEPENDENCIA
Bodytech,Gym,-11.990019497527328,-77.06228993903939,INDEPENDENCIA
Bambino Due,Italian Restaurant,-11.989823677861732,-77.07196905698417,INDEPENDENCIA
Starbucks,Coffee Shop,-11.994605,-77.062101,INDEPENDENCIA
Campo Verde,Steakhouse,-11.986490235862028,-77.07212831395651,INDEPENDENCIA
Gallito Chicken & Grill,Fried Chicken Joint,-11.989870105445567,-77.07172787841839,INDEPENDENCIA
Deleite,Coffee Shop,-11.994496594112567,-77.07447086915892,INDEPENDENCIA
Fusión Wong,Chinese Restaurant,-11.991177,-77.073102,INDEPENDENCIA
El Aguajal,Peruvian Restaurant,-11.990499706726101,-77.0652622108402,INDEPENDENCIA
La Lucha Sanguchería Criolla,Sandwich Place,-11.99411792381469,-77.06027262001145,INDEPENDENCIA
Cinépolis,Multiplex,-12.007201988452053,-77.05823556704672,INDEPENDENCIA
Starbucks,Coffee Shop,-12.007052185734139,-77.05961437343163,INDEPENDENCIA
north fish,Peruvian Restaurant,-11.99096326120982,-77.05977561960941,INDEPENDENCIA
Kilimanjaro,Restaurant,-11.995052910475321,-77.06164637913132,INDEPENDENCIA
Dunkin',Donut Shop,-12.006714209702228,-77.05873061144653,INDEPENDENCIA
"Restaurant ""El Aguajal""",Peruvian Restaurant,-11.992813981310265,-77.0645818006947,INDEPENDENCIA
Smart Center Plaza Norte,Mobile Phone Shop,-12.006240134934593,-77.05901599150992,INDEPENDENCIA
Aventura GYM,Gym,-11.9783110090772,-77.07217808809555,INDEPENDENCIA
Real Plaza Huánuco,Shopping Mall,-11.993924649743263,-77.05291271209717,INDEPENDENCIA
Montalvo Salón & Spa,Salon / Barbershop,-11.995626556523014,-77.0814250928697,INDEPENDENCIA
Cinnabon,Bakery,-12.006421864908148,-77.05816005136106,INDEPENDENCIA
Polleria La Leña,Fried Chicken Joint,-11.99071178005704,-77.07118060133925,INDEPENDENCIA
Centro Comercial Plaza Norte,Shopping Mall,-12.006501285862884,-77.05835223197937,INDEPENDENCIA
Life Sport & Fitness,Gym / Fitness Center,-12.006758597379386,-77.06052104697207,INDEPENDENCIA
Palco Restobar,Peruvian Restaurant,-11.991363529341678,-77.07800177309117,INDEPENDENCIA
Librerías Crisol,Bookstore,-12.006134558568096,-77.05892528353675,INDEPENDENCIA
Don Belisario,Fried Chicken Joint,-12.00712464481884,-77.0582580877833,INDEPENDENCIA
Cevicheria Piscis,Seafood Restaurant,-12.023023730144898,-77.05432417022205,INDEPENDENCIA
El Olimpico,Peruvian Restaurant,-11.986185641542694,-77.06400544190525,INDEPENDENCIA
D'Julia,Bakery,-11.9953375,-77.0777,INDEPENDENCIA
Cevichería El Gringo,Seafood Restaurant,-11.99501097463549,-77.07341977148882,INDEPENDENCIA
Cevichería El Pulpito,Seafood Restaurant,-11.98901913017815,-77.06780369102836,INDEPENDENCIA
Chepos restaurante criollo,Peruvian Restaurant,-12.008335044878704,-77.06953619106035,INDEPENDENCIA
EL CARBONERO,Fried Chicken Joint,-11.995755896514748,-77.08029389630553,INDEPENDENCIA
La Vaca Y Sus Amigos,BBQ Joint,-11.991456138808092,-77.07291906353224,INDEPENDENCIA
Kani Fusion,Seafood Restaurant,-11.989767095727403,-77.0718552714685,INDEPENDENCIA
Embarcadero 41 Fusión,Seafood Restaurant,-12.00712,-77.058006,INDEPENDENCIA
Delicass,Café,-12.005880425125378,-77.0571000546955,INDEPENDENCIA
Chifa Yen Yen,Chinese Restaurant,-11.987148032472541,-77.07220784382419,INDEPENDENCIA
Chinatown,Chinese Restaurant,-11.993569215977967,-77.07182996860368,INDEPENDENCIA
La Leña - Grill y Restaurant,Latin American Restaurant,-11.990744910703587,-77.07123898279798,INDEPENDENCIA
Restaurant Cevicheria Sol Y Mar,Seafood Restaurant,-12.013755068464285,-77.06934457341906,INDEPENDENCIA
Parque La Luna,Park,-11.999911324291961,-77.06445953054927,INDEPENDENCIA
Teatro Plaza Norte,Theater,-12.00663979000226,-77.05863663901542,INDEPENDENCIA
La Choza Náutica,Seafood Restaurant,-11.99117616280772,-77.07999695588752,INDEPENDENCIA
Popeyes Louisiana Kitchen,Fried Chicken Joint,-12.007227300277288,-77.05814690547807,INDEPENDENCIA
Oechsle,Department Store,-12.005570986300045,-77.05801266819645,INDEPENDENCIA
McDonald's,Fast Food Restaurant,-12.007090989488134,-77.0582101482252,INDEPENDENCIA
Paris Plaza Norte,Department Store,-12.006577784771983,-77.05759706744301,INDEPENDENCIA
La Choza de la Anaconda,Peruvian Restaurant,-11.991771350627076,-77.08143486183393,INDEPENDENCIA
Mercado Central,Market,-12.007682081455268,-77.05642668960716,INDEPENDENCIA
Embarcadero 41,Beer Garden,-12.007294460039905,-77.05811345706074,INDEPENDENCIA
Chuck E. Cheese's Lima Norte,Pizza Place,-12.007307094788342,-77.05795956597365,INDEPENDENCIA
McDonald's,Fast Food Restaurant,-12.007270203637878,-77.05820312126892,INDEPENDENCIA
Nikky's,Fried Chicken Joint,-12.021343369591339,-77.05369185454431,INDEPENDENCIA
Don Mamino Plaza Norte,Bakery,-12.007273670673998,-77.05815631767878,INDEPENDENCIA
Las Canastas,Fried Chicken Joint,-12.00728992566662,-77.05833625650301,INDEPENDENCIA
Palomino's,Restaurant,-12.009198837588341,-77.06936143659185,INDEPENDENCIA
J & M Fitness,Gym,-11.995622650706268,-77.08071480323017,INDEPENDENCIA
Parque Mil Veredas Urb. Ingenieria,Park,-12.023376498254445,-77.0524441458063,INDEPENDENCIA
BRITÁNICO - Los Jardines,General College & University,-12.015470062665901,-77.05988396130725,INDEPENDENCIA
La Leña,Food,-11.99872946731251,-77.05504937489901,INDEPENDENCIA
Centro Comercial FEVACEL,Shopping Mall,-12.007017456550734,-77.05554970736702,INDEPENDENCIA
Me Gusta Italiano,Italian Restaurant,-12.083275231668688,-77.0401059054124,JESUS MARIA
The Coffee Road,Coffee Shop,-12.088602300329368,-77.04809394825757,JESUS MARIA
Pastipan,Bakery,-12.08451,-77.04777,JESUS MARIA
Parque Cáceres,Park,-12.075186064681313,-77.04333313174942,JESUS MARIA
Chanchipan,Sandwich Place,-12.080360047606202,-77.05105337741507,JESUS MARIA
Belgravia,Bakery,-12.087279323951003,-77.03521168612379,JESUS MARIA
El Arándano,Gluten-free Restaurant,-12.0875,-77.054023,JESUS MARIA
San Ceferino,Italian Restaurant,-12.091417900306997,-77.03952947413173,JESUS MARIA
Bangkok Thai Restaurant,Thai Restaurant,-12.084516,-77.031944,JESUS MARIA
La Picante,South American Restaurant,-12.078748359008387,-77.0491135122935,JESUS MARIA
Baco & Vaca,Steakhouse,-12.091291351586996,-77.03971137830011,JESUS MARIA
Listo!,Convenience Store,-12.084078108257295,-77.05175073430392,JESUS MARIA
El Hornero,Steakhouse,-12.091422679088028,-77.0393942620875,JESUS MARIA
Cineplanet Prime,Movie Theater,-12.089596442883613,-77.05241127770456,JESUS MARIA
Papacho's,Burger Joint,-12.090507143298057,-77.05223191689267,JESUS MARIA
"Shawarma ""El Egipcio""",Middle Eastern Restaurant,-12.086775942551242,-77.04193424606227,JESUS MARIA
Libreria Communitas,Bookstore,-12.092679204559246,-77.04840319782224,JESUS MARIA
Real Plaza Salaverry,Shopping Mall,-12.090210296769468,-77.05232650859742,JESUS MARIA
Wong,Supermarket,-12.091877665096204,-77.04171443662138,JESUS MARIA
Tanta,Peruvian Restaurant,-12.090663821596355,-77.05222420888248,JESUS MARIA
Centro Cultural Peruano Japonés,Performing Arts Venue,-12.08790226095228,-77.05555127950522,JESUS MARIA
El Bambino,Italian Restaurant,-12.087385952478911,-77.03470682786882,JESUS MARIA
La Bodega de la Trattoria,Italian Restaurant,-12.091483466954775,-77.03895490686477,JESUS MARIA
Siete Sopas,Soup Place,-12.088067369139226,-77.03408327484738,JESUS MARIA
Rincón Wong,Peruvian Restaurant,-12.091940903594983,-77.04195074512906,JESUS MARIA
Origen - Tostadores de Cafe,Café,-12.092085036030815,-77.05485303008334,JESUS MARIA
Sarcletti,Snack Place,-12.092190292383238,-77.04404544238733,JESUS MARIA
Hyatt Centric Hotel,Hotel,-12.094817589729061,-77.0364341922926,JESUS MARIA
Farmacia Universal,Pharmacy,-12.083022577718895,-77.05190456447087,JESUS MARIA
Harley Davidson Lima,Motorcycle Shop,-12.079962433945068,-77.02752789631542,JESUS MARIA
D'Sala Caffé,Café,-12.093584098677152,-77.0430850982666,JESUS MARIA
KO Asian Kitchen,Asian Restaurant,-12.090507717923272,-77.05222979708435,JESUS MARIA
Parque Mariscal Castilla,Park,-12.087220745450747,-77.0443194648981,JESUS MARIA
La Romana,Italian Restaurant,-12.088322182770693,-77.04824387141498,JESUS MARIA
